Address,City,County,State,Latitude,Longitude,Population_Total,Median_Income
1901 13th Ave E,Tuscaloosa,Tuscaloosa,AL,33.193104,-87.518672,234036.0,87289.0
2929 Watson Blvd,Warner Robins,Houston,GA,32.616594,-83.686391,166902.0,62158.0
916 Loganville Hwy,Bethlehem,Barrow,GA,33.942788,-83.752011,86982.0,29770.0
5865 Spout Springs Rd,Flowery Branch,Hall,GA,34.178722,-83.911284,208395.0,71263.0
2750 Carl T Jones Dr SE,Huntsville,Madison,AL,34.673498,-86.541632,397135.0,162469.0
1235 Point Mallard Pkwy SE,Decatur,Morgan,AL,34.559064,-86.97103,123742.0,48752.0
514 Shallowford Rd NW,Gainesville,Hall,GA,34.290556,-83.846503,208395.0,71263.0
4601 Montgomery Hwy,Dothan,Houston,AL,31.266492,-85.446808,107628.0,42581.0
6275 University Dr NW,Huntsville,Madison,AL,34.741637,-86.681523,397135.0,162469.0
2721 Dawson Rd,Albany,Dougherty,GA,31.621335,-84.224654,83915.0,34280.0
8207 HIGHWAY 72 W,Madison,Madison,AL,34.749313,-86.755874,397135.0,162469.0
1816 Gunbarrel Rd,Chattanooga,Hamilton,TN,35.024344,-85.156006,370913.0,151316.0
3065 Atlanta Hwy,Athens,Clarke,GA,33.941502,-83.44039,129267.0,54161.0
5579 Highway 153,Hixson,Hamilton,TN,35.14642,-85.251508,370913.0,151316.0
4570 Frontage Rd NW,Cleveland,Bradley,TN,35.217441,-84.866113,109743.0,41909.0
372 Cox Creek Pkwy,Florence,Lauderdale,AL,34.84213,-87.634764,95037.0,38777.0
3519 Clemson Blvd,Anderson,Anderson,SC,34.54954,-82.679501,207218.0,82134.0
3700 Bradfordville Rd,Tallahassee,Leon,FL,30.561288,-84.21554,295335.0,120673.0
1851 Old Fort Pkwy,Murfreesboro,Rutherford,TN,35.843921,-86.426292,351591.0,125861.0
853 Harbor Blvd,Destin,Okaloosa,FL,30.390741,-86.480935,214281.0,84123.0
4727 Highway 90,Pace,Santa Rosa,FL,30.601174,-87.126274,193719.0,71250.0
1033 Crossings Blvd,Spring Hill,Maury,TN,35.74154,-86.937825,104855.0,41260.0
250 E Miracle Strip Pkwy,Mary Esther,Okaloosa,FL,30.410554,-86.658874,214281.0,84123.0
4223 Washington Rd,Evans,Columbia,GA,33.527174,-82.118653,159638.0,52083.0
15555 Starfish St,Panama City Beach,Bay,FL,30.219781,-85.868686,181368.0,76118.0
2120 Apalachee Pkwy,Tallahassee,Leon,FL,30.43252,-84.244336,295335.0,120673.0
800 Watkins Rd,Maryville,Blount,TN,35.751972,-83.991525,137747.0,54449.0
2340 Highway 77,Panama City,Bay,FL,30.19123,-85.649157,181368.0,76118.0
235 Robert C Daniel Jr Pkwy,Augusta,Richmond,GA,33.489997,-82.081301,206040.0,75023.0
1749 E Nine Mile Rd,Pensacola,Escambia,FL,30.530082,-87.223828,323275.0,128292.0
3064 Columbia Ave,Franklin,Williamson,TN,35.89233,-86.880687,254609.0,90716.0
803 Industrial Blvd,Smyrna,Rutherford,TN,35.979397,-86.571713,351591.0,125861.0
1815 Norman Dr,Valdosta,Lowndes,GA,30.84359,-83.316461,119055.0,44928.0
4711 Bayou Blvd,Pensacola,Escambia,FL,30.468992,-87.208593,323275.0,128292.0
1900 Town Center Blvd,Knoxville,Knox,TN,35.862042,-84.078239,487401.0,197298.0
11100 Parkside Dr,Knoxville,Knox,TN,35.900577,-84.151312,487401.0,197298.0
1701 Galleria Blvd,Franklin,Williamson,TN,35.96564,-86.812455,254609.0,90716.0
8040 Ray Mears Blvd,Knoxville,Knox,TN,35.922124,-84.047781,487401.0,197298.0
780 Old Hickory Blvd,Brentwood,Davidson,TN,36.042772,-86.779214,709846.0,314578.0
401 S Mount Juliet Rd,Mount Juliet,Wilson,TN,36.168508,-86.508374,153587.0,56609.0
2950 S Blue Angel Pkwy,Pensacola,Escambia,FL,30.363162,-87.358086,323275.0,128292.0
6670 Clinton Hwy,Knoxville,Knox,TN,36.008464,-84.022171,487401.0,197298.0
694 Fairview Rd,Simpsonville,Greenville,SC,34.705739,-82.259611,537575.0,215774.0
3171 Lebanon Pike,Nashville,Davidson,TN,36.182625,-86.637907,709846.0,314578.0
26 White Bridge Rd,Nashville,Davidson,TN,36.130779,-86.854673,709846.0,314578.0
1112 Woodruff Rd,Greenville,Greenville,SC,34.830076,-82.308025,537575.0,215774.0
6814 Charlotte Pike,Nashville,Davidson,TN,36.135103,-86.891363,709846.0,314578.0
1698 US Highway 98,Daphne,Baldwin,AL,30.603217,-87.896507,239945.0,94642.0
5405 Washington Pike,Knoxville,Knox,TN,36.036859,-83.887806,487401.0,197298.0
2545 Whiskey Rd,Aiken,Aiken,SC,33.504129,-81.711132,171949.0,68606.0
3150 Bel Air Mall,Mobile,Mobile,AL,30.671392,-88.12001,413162.0,160507.0
6025 Wade Hampton Blvd,Taylors,Greenville,SC,34.93744,-82.279302,537575.0,215774.0
2050 Gallatin Rd N,Madison,Davidson,TN,36.304198,-86.694594,709846.0,314578.0
1004 Andrews Run,Hendersonville,Sumner,TN,36.334395,-86.625271,200553.0,76706.0
790 Schillinger Rd S,Mobile,Mobile,AL,30.673882,-88.228304,413162.0,160507.0
3820 Gulf Shores Pkwy,Gulf Shores,Baldwin,AL,30.303574,-87.680528,239945.0,94642.0
15 McKenna Rd,Arden,Buncombe,NC,35.448714,-82.535898,271790.0,102672.0
8199 Warren H Abernathy Pkwy,Spartanburg,Spartanburg,SC,34.934124,-82.009115,338096.0,128606.0
115 River Hills Rd,Asheville,Buncombe,NC,35.57295,-82.522312,271790.0,102672.0
93 Stonebrook Pl,Jackson,Madison,TN,35.686565,-88.857722,98845.0,39534.0
325 New Byhalia Rd,Collierville,Shelby,TN,35.050644,-89.690385,922195.0,360590.0
9235 Poplar Ave,Germantown,Shelby,TN,35.065207,-89.755729,922195.0,360590.0
475 N Germantown Pkwy,Cordova,Shelby,TN,35.138077,-89.798065,922195.0,360590.0
5150 Goodman Rd,Olive Branch,DeSoto,MS,34.964928,-89.898693,188598.0,69327.0
7989 US Highway 64,Memphis,Shelby,TN,35.203464,-89.796608,922195.0,360590.0
5959 Poplar Ave,Memphis,Shelby,TN,35.101357,-89.862978,922195.0,360590.0
2823 Wilma Rudolph Blvd,Clarksville,Montgomery,TN,36.586754,-87.292082,227957.0,84321.0
601 Colonial Rd,Memphis,Shelby,TN,35.113176,-89.90362,922195.0,360590.0
7255 Interstate Dr,Horn Lake,DeSoto,MS,34.965723,-90.00456,188598.0,69327.0
160 American Ave,Bowling Green,Warren,KY,36.949291,-86.43625,137549.0,54208.0
170 Promenade Blvd,Flowood,Rankin,MS,32.343338,-90.060623,158218.0,59624.0
6365 I 55 N,Jackson,Hinds,MS,32.39856,-90.147817,222494.0,89720.0
3000 E Highland Dr,Jonesboro,Craighead,AR,35.822936,-90.666448,112097.0,43357.0
6143 U S Highway 98,Hattiesburg,Lamar,MS,31.323514,-89.385061,65081.0,25053.0
5151 Frederica St,Owensboro,Daviess,KY,37.717488,-87.122615,103195.0,41157.0
1631 Ring Rd,Elizabethtown,Hardin,KY,37.728429,-85.880339,111452.0,43485.0
3867 Promenade Pkwy,D'iberville,Harrison,MS,30.454942,-88.899895,209443.0,81214.0
69320 Highway 21,Covington,St. Tammany Parish,LA,30.442442,-90.14066,269331.0,103286.0
2030 Hammond Square Dr,Hammond,Tangipahoa Parish,LA,30.480532,-90.461589,135218.0,50191.0
4103 Pecanland Mall Dr,Monroe,Ouachita Parish,LA,32.499827,-92.070689,158916.0,60804.0
4500 Veterans Memorial Blvd,Metairie,Jefferson Parish,LA,30.002898,-90.184112,432484.0,176986.0
1401 W Esplanade Ave,Kenner,Jefferson Parish,LA,30.017065,-90.247514,432484.0,176986.0
1731 Manhattan Blvd,Harvey,Jefferson Parish,LA,29.889547,-90.053431,432484.0,176986.0
2001 Millerville Rd,Baton Rouge,East Baton Rouge Parish,LA,30.441249,-91.022367,452821.0,175408.0
6885 Siegen Ln,Baton Rouge,East Baton Rouge Parish,LA,30.384458,-91.061331,452821.0,175408.0
6625 E Lloyd Expy,Evansville,Vanderburgh,IN,37.975406,-87.470714,179908.0,77198.0
4000 1st Ave,Evansville,Vanderburgh,IN,38.015727,-87.576467,179908.0,77198.0
202 Siemers Dr,Cape Girardeau,Cape Girardeau,MO,37.299212,-89.580194,82180.0,32544.0
7311 Jefferson Blvd,Louisville,Jefferson,KY,38.145684,-85.672642,777392.0,329392.0
3000 W Deyoung St,Marion,Williamson,IL,37.749039,-88.979309,66902.0,28774.0
3600 Mall Rd,Louisville,Jefferson,KY,38.198329,-85.670463,777392.0,329392.0
4640 Taylorsville Rd,Louisville,Jefferson,KY,38.215374,-85.594476,777392.0,329392.0
4174 Westport Rd,Louisville,Jefferson,KY,38.258636,-85.642057,777392.0,329392.0
2209 State St,New Albany,Floyd,IN,38.305507,-85.841632,80512.0,31173.0
12975 Shelbyville Rd,Louisville,Jefferson,KY,38.246049,-85.514987,777392.0,329392.0
1125 Veterans Pkwy,Clarksville,Clark,IN,38.327641,-85.764438,122800.0,49184.0
4101 Towne Center Dr,Louisville,Jefferson,KY,38.296935,-85.557122,777392.0,329392.0
131 West Reynolds Rd,Lexington,Fayette,KY,37.992925,-84.526448,321122.0,137803.0
1940 Pavillon Way,Lexington,Fayette,KY,38.022057,-84.415147,321122.0,137803.0
3970 SW Archer Rd,Gainesville,Alachua,FL,29.621259,-82.383618,281751.0,112776.0
250 NW 13th St,Gainesville,Alachua,FL,29.653539,-82.338389,281751.0,112776.0
1727 Martin Luther King Jr Blvd,Houma,Terrebonne Parish,LA,29.611226,-90.756986,107362.0,41841.0
3225 Louisiana Ave,Lafayette,Lafayette Parish,LA,30.265299,-91.995832,245075.0,99357.0
4313 Ambassador Caffery Pkwy,Lafayette,Lafayette Parish,LA,30.160103,-92.049102,245075.0,99357.0
9525 Crosshill Blvd,Jacksonville,Duval,FL,30.199232,-81.824713,1007189.0,405139.0
200 Glynn Isle,Brunswick,Glynn,GA,31.200848,-81.480392,84987.0,34625.0
6331 Roosevelt Blvd,Jacksonville,Duval,FL,30.234998,-81.695184,1007189.0,405139.0
463737 State Rd 200,Yulee,Nassau,FL,30.630008,-81.553842,94653.0,38112.0
1490 County Rd 220,Orange Park,Clay,FL,30.104009,-81.707476,223436.0,81757.0
10490 San Jose Blvd,Jacksonville,Duval,FL,30.188558,-81.629169,1007189.0,405139.0
444 Monument Rd,Jacksonville,Duval,FL,30.328925,-81.548558,1007189.0,405139.0
4567 River City Dr,Jacksonville,Duval,FL,30.260515,-81.525011,1007189.0,405139.0
9041 Southside Blvd,Jacksonville,Duval,FL,30.193734,-81.549105,1007189.0,405139.0
2000 SW College Rd,Ocala,Marion,FL,29.173759,-82.156912,387697.0,159796.0
13740 Beach Blvd,Jacksonville,Duval,FL,30.285361,-81.456998,1007189.0,405139.0
490 Marsh Landing Pkwy,Jacksonville Beach,Duval,FL,30.253951,-81.390833,1007189.0,405139.0
2116 N Roan St,Johnson City,Washington,TN,36.342907,-82.373841,134693.0,56234.0
2626 E Stone Dr,Kingsport,Sullivan,TN,36.551845,-82.493877,159693.0,68408.0
5119 Sunset Blvd,Lexington,Lexington,SC,34.006787,-81.193833,300370.0,120789.0
134 Harbison Blvd,Columbia,Lexington,SC,34.066744,-81.164761,300370.0,120789.0
14065 Abercorn St,Savannah,Chatham,GA,31.984042,-81.175146,298143.0,119241.0
1907 E Victory Dr,Savannah,Chatham,GA,32.040926,-81.068312,298143.0,119241.0
1050 Fording Island Rd,Bluffton,Beaufort,SC,32.255069,-80.850245,192123.0,78794.0
150 W 100th Ave,Anchorage,Anchorage Borough,AK,61.129094,-149.881696,,
1200 N Muldoon Rd,Anchorage,Anchorage Borough,AK,61.226817,-149.745678,,
1801 E Parks Hwy,Wasilla,Matanuska-Susitna Borough,AK,61.578202,-149.404066,110677.0,39682.0
7377 Alcoa Rd,Bryant,Saline,AR,34.604255,-92.530967,125724.0,49589.0
12700 Chenal Pkwy,Little Rock,Pulaski,AR,34.755508,-92.414374,398949.0,169453.0
420 S University Ave,Little Rock,Pulaski,AR,34.749789,-92.345077,398949.0,169453.0
4000 McCain Blvd,North Little Rock,Pulaski,AR,34.788416,-92.228336,398949.0,169453.0
501 Elsinger Blvd,Conway,Faulkner,AR,35.086431,-92.414034,126001.0,48866.0
4001 Phoenix Ave,Fort Smith,Sebastian,AR,35.341003,-94.388125,128448.0,51951.0
102 Richmond Ranch Rd,Texarkana,Bowie,TX,33.457924,-94.092134,92321.0,34801.0
3545 N Shiloh Dr,Fayetteville,Washington,AR,36.1157,-94.1555,251863.0,95467.0
1200 Branson Hills Pkwy,Branson,Taney,MO,36.673721,-93.225692,56382.0,22145.0
2404 Promenade Blvd,Rogers,Benton,AR,36.299936,-94.173146,294541.0,107667.0
2735 Beene Blvd,Bossier City,Bossier Parish,LA,32.559018,-93.707071,129134.0,49661.0
7110 Youree Dr,Shreveport,Caddo Parish,LA,32.439556,-93.719634,232973.0,94917.0
1825 E Primrose St,Springfield,Greene,MO,37.15155,-93.262384,301121.0,131708.0
3092 N Eastman Rd,Longview,Gregg,TX,32.548638,-94.724801,124860.0,47330.0
3151 E 7th St,Joplin,Jasper,MO,37.085188,-94.474158,123532.0,48367.0
1150 E Hillside Dr,Broken Arrow,Tulsa,OK,36.066905,-95.775939,673708.0,268530.0
10711 E 71st St,Tulsa,Tulsa,OK,36.062426,-95.856368,673708.0,268530.0
10019 S Memorial Dr,Tulsa,Tulsa,OK,36.018796,-95.884218,673708.0,268530.0
1701 S Yale Ave,Tulsa,Tulsa,OK,36.137272,-95.920397,673708.0,268530.0
9010 N 121st East Ave,Owasso,Tulsa,OK,36.28964,-95.843956,673708.0,268530.0
7437 S Olympia Ave W,Tulsa,Tulsa,OK,36.055236,-96.001883,673708.0,268530.0
7003 S Broadway Ave,Tyler,Smith,TX,32.273429,-95.309053,238014.0,81690.0
2206 Memorial Dr,Alexandria,Rapides Parish,LA,31.280318,-92.458821,128470.0,48660.0
4160 Town Center Rd,Sherman,Grayson,TX,33.680506,-96.612217,139988.0,53325.0
919 Highway D,Osage Beach,Miller,MO,38.161805,-92.604264,25081.0,10034.0
7305 SE 29th St,Midwest City,Oklahoma,OK,35.437104,-97.396634,800487.0,323102.0
1200 E 2nd St,Edmond,Oklahoma,OK,35.650501,-97.463539,800487.0,323102.0
1400 24th Ave NW,Norman,Cleveland,OK,35.236043,-97.482709,297545.0,115293.0
720 SW 19TH ST,Moore,Cleveland,OK,35.318058,-97.50025,297545.0,115293.0
13924 N Pennsylvania Ave,Oklahoma City,Oklahoma,OK,35.612882,-97.547433,800487.0,323102.0
5400 N May Ave,Oklahoma City,Oklahoma,OK,35.524408,-97.564417,800487.0,323102.0
8315 N Rockwell Ave,Oklahoma City,Oklahoma,OK,35.556031,-97.640095,800487.0,323102.0
1700 Garth Brooks Blvd,Yukon,Canadian,OK,35.481206,-97.763445,162621.0,57464.0
2025 N Central Expy,Mckinney,Collin,TX,33.220095,-96.638182,1116601.0,400182.0
150 E Stacy Rd,Allen,Collin,TX,33.123517,-96.662084,1116601.0,400182.0
907 W McDermott Dr,Allen,Collin,TX,33.099539,-96.681289,1116601.0,400182.0
8900 State Highway 121,McKinney,Collin,TX,33.129074,-96.731176,1116601.0,400182.0
3440 W FM 544,Wylie,Collin,TX,33.009179,-96.593495,1116601.0,400182.0
4885 Eldorado Pkwy,Frisco,Denton,TX,33.173605,-96.844907,945644.0,346809.0
2024 N Rock Rd,Derby,Sedgwick,KS,37.568922,-97.241693,524810.0,205024.0
850 Steger Towne Rd,Rockwall,Rockwall,TX,32.894097,-96.467985,116931.0,39513.0
120 W Parker Rd,Plano,Collin,TX,33.037404,-96.70825,1116601.0,400182.0
3201 Preston Rd,Frisco,Collin,TX,33.104797,-96.811982,1116601.0,400182.0
5301 N Garland Ave,Garland,Dallas,TX,32.965271,-96.646699,2603816.0,971690.0
4701 Lakeview Pkwy,Rowlett,Dallas,TX,32.908541,-96.558085,2603816.0,971690.0
10800 E 21st St N,Wichita,Sedgwick,KS,37.724216,-97.211489,524810.0,205024.0
2200 Dallas Pkwy,Plano,Collin,TX,33.030336,-96.826952,1116601.0,400182.0
601 S Plano Rd,Richardson,Dallas,TX,32.940404,-96.697299,2603816.0,971690.0
16731 Coit Rd,Dallas,Dallas,TX,32.983052,-96.769579,2603816.0,971690.0
4760 State Highway 121,Lewisville,Denton,TX,33.064037,-96.885036,945644.0,346809.0
1801 S Loop 288,Denton,Denton,TX,33.189952,-97.098768,945644.0,346809.0
1106 E North Ave,Belton,Cass,MO,38.815772,-94.516304,109393.0,42311.0
1629 N Town East Blvd,Mesquite,Dallas,TX,32.813461,-96.621577,2603816.0,971690.0
13131 Montfort Dr,Dallas,Dallas,TX,32.92778,-96.813082,2603816.0,971690.0
3730 Belt Line Rd,Addison,Dallas,TX,32.950951,-96.853854,2603816.0,971690.0
6419 Skillman St,Dallas,Dallas,TX,32.86569,-96.745008,2603816.0,971690.0
725 Hebron Pkwy,Lewisville,Denton,TX,33.011846,-96.971203,945644.0,346809.0
7575 Maple St,Wichita,Sedgwick,KS,37.678223,-97.431146,524810.0,205024.0
6464 E NORTHWEST HWY STE 212,Dallas,Dallas,TX,32.856408,-96.752703,2603816.0,971690.0
8101 W 151st,Overland Park,Johnson,KS,38.853669,-94.681994,614764.0,244777.0
20255 W 154th St,Olathe,Johnson,KS,38.848948,-94.819941,614764.0,244777.0
5959 Long Prairie Rd,Flower Mound,Denton,TX,33.067892,-97.083271,945644.0,346809.0
1201 W 136th St,Kansas City,Jackson,MO,38.880085,-94.60723,717021.0,302726.0
9440 Marsh Ln,Dallas,Dallas,TX,32.862745,-96.854439,2603816.0,971690.0
2727 N Maize Rd,Wichita,Sedgwick,KS,37.732947,-97.464818,524810.0,205024.0
12200 Blue Valley Pkwy,Overland Park,Johnson,KS,38.908199,-94.674659,614764.0,244777.0
2417 N Haskell Ave,Dallas,Dallas,TX,32.804355,-96.79138,2603816.0,971690.0
1850 NW Chipman Rd,Lees Summit,Jackson,MO,38.931153,-94.40894,717021.0,302726.0
15345 W 119th St,Olathe,Johnson,KS,38.910686,-94.764408,614764.0,244777.0
7845 N Macarthur Blvd,Irving,Dallas,TX,32.913092,-96.961901,2603816.0,971690.0
11501 W 97th St,Overland Park,Johnson,KS,38.950386,-94.718861,614764.0,244777.0
735 W Stadium Blvd,Jefferson City,Cole,MO,38.579381,-92.21424,76924.0,30746.0
8509 State Line Rd,Kansas City,Jackson,MO,38.972472,-94.607118,717021.0,302726.0
1101 Ira E Woods Ave,Grapevine,Tarrant,TX,32.930631,-97.089583,2135743.0,769285.0
3333 W Airport Fwy,Irving,Dallas,TX,32.839199,-96.990952,2603816.0,971690.0
3201 S Iowa St,Lawrence,Douglas,KS,38.925538,-95.263513,119547.0,49939.0
1040 NE CORONADO,Blue Springs,Jackson,MO,39.023798,-94.248863,717021.0,302726.0
6100 Broadmoor St,Mission,Johnson,KS,39.01778,-94.665331,614764.0,244777.0
15700 Shawnee Mission Pkwy,Shawnee,Johnson,KS,39.01022,-94.768077,614764.0,244777.0
1401 W Glade Rd,Euless,Tarrant,TX,32.88088,-97.104442,2135743.0,769285.0
17810 E 39th St S,Independence,Jackson,MO,39.050723,-94.369265,717021.0,302726.0
8532 Davis Blvd,North Richland Hills,Tarrant,TX,32.908185,-97.187652,2135743.0,769285.0
39739 LBJ Fwy,Dallas,Dallas,TX,32.649886,-96.863018,2603816.0,971690.0
2030 NW 82nd Street,Lawton,Comanche,OK,34.629286,-98.494914,121699.0,44718.0
2400 Bernadette Dr,Columbia,Boone,MO,38.964359,-92.376963,185874.0,75084.0
1851 Vernaci Dr,Washington,Franklin,MO,38.536581,-90.982956,105316.0,42267.0
4375 N Chouteau Trfy,Kansas City,Clay,MO,39.173898,-94.533073,255566.0,101008.0
10900 Stadium Pkwy,Kansas City,Wyandotte,KS,39.127235,-94.831829,167277.0,61241.0
9220 NE Barry Rd,Kansas City,Clay,MO,39.247376,-94.463373,255566.0,101008.0
8420 N Madison Ave,Kansas City,Clay,MO,39.249007,-94.595171,255566.0,101008.0
9040 N Skyview Ave,Kansas City,Platte,MO,39.257692,-94.654643,108751.0,43316.0
3849 Vogel Rd,Arnold,Jefferson,MO,38.412647,-90.396168,228227.0,87025.0
197 Gravois Bluffs Plaza Dr,Fenton,St. Louis,MO,38.502843,-90.446953,996618.0,414739.0
1883 Wentzville Pkwy,Wentzville,St. Charles,MO,38.81917,-90.880355,409830.0,158682.0
15025 Manchester Rd,Ballwin,St. Louis,MO,38.594512,-90.547463,996618.0,414739.0
7955 Highway N,Dardenne Prairie,St. Charles,MO,38.768412,-90.768416,409830.0,158682.0
40 THF Blvd,Chesterfield,St. Louis,MO,38.666762,-90.58587,996618.0,414739.0
1272 Town And Country Crossing Dr,Chesterfield,St. Louis,MO,38.620739,-90.517369,996618.0,414739.0
2300 Highway K,O Fallon,St. Charles,MO,38.777548,-90.696666,409830.0,158682.0
4250 Rusty Rd,Saint Louis,St. Louis,MO,38.50674,-90.339126,996618.0,414739.0
6241 Mid Rivers Mall Dr,Saint Peters,St. Charles,MO,38.739289,-90.636292,409830.0,158682.0
1042 S Kirkwood Rd,Kirkwood,St. Louis,MO,38.564709,-90.404735,996618.0,414739.0
3881 Mexico Rd,Saint Charles,St. Charles,MO,38.787647,-90.562835,409830.0,158682.0
25 Brentwood Promenade Ct,Brentwood,St. Louis,MO,38.627584,-90.342867,996618.0,414739.0
4255 Hampton Ave,Saint Louis,St. Louis,MO,38.592356,-90.295172,996618.0,414739.0
2120 SW Wanamaker Rd,Topeka,Shawnee,KS,39.028217,-95.759668,178315.0,74528.0
12275 St Charles Rock Rd,Bridgeton,St. Louis,MO,38.754066,-90.426423,996618.0,414739.0
5601 Belleville Crossing St,Belleville,St. Clair,IL,38.526186,-90.032675,254777.0,101273.0
2341 N Highway 67,Florissant,St. Louis,MO,38.805361,-90.310749,996618.0,414739.0
4701 N Illinois St,Fairview Heights,St. Clair,IL,38.572074,-89.986828,254777.0,101273.0
3400 Green Mountcrossing Dr,Shiloh,St. Clair,IL,38.572678,-89.923981,254777.0,101273.0
4200 S Medford Dr,Lufkin,Angelina,TX,31.313434,-94.720071,86791.0,32183.0
739 N Highway 67,Cedar Hill,Dallas,TX,32.603229,-96.936694,2603816.0,971690.0
1316 N Highway 77,Waxahachie,Ellis,TX,32.422123,-96.837576,203927.0,68852.0
554 W Interstate 20,Grand Prairie,Dallas,TX,32.677827,-97.009642,2603816.0,971690.0
5270 S State Highway 360,Grand Prairie,Tarrant,TX,32.642824,-97.060569,2135743.0,769285.0
1400 Precinct Line Rd,Hurst,Tarrant,TX,32.836666,-97.183981,2135743.0,769285.0
8550 East Fwy,Fort Worth,Tarrant,TX,32.758276,-97.170162,2135743.0,769285.0
1600 W Arbrook Blvd,Arlington,Tarrant,TX,32.684103,-97.135958,2135743.0,769285.0
8000 Denton Hwy,Watauga,Tarrant,TX,32.889784,-97.25691,2135743.0,769285.0
1801 Highway 287 N,Mansfield,Tarrant,TX,32.589965,-97.144408,2135743.0,769285.0
8917 Tehama Ridge Pkwy,Fort Worth,Tarrant,TX,32.90212,-97.32478,2135743.0,769285.0
301 Carroll St,Fort Worth,Tarrant,TX,32.755476,-97.354078,2135743.0,769285.0
6604 Lake Worth Blvd,Lake Worth,Tarrant,TX,32.814128,-97.429322,2135743.0,769285.0
751 Alta Mere Dr,Fort Worth,Tarrant,TX,32.74899,-97.432039,2135743.0,769285.0
5700 Overton Ridge Blvd,Fort Worth,Tarrant,TX,32.678625,-97.412599,2135743.0,769285.0
200 NW John Jones Dr,Burleson,Johnson,TX,32.523504,-97.349245,188820.0,63477.0
122 E Interstate 20,Weatherford,Parker,TX,32.727421,-97.78406,158079.0,54237.0
259 Interstate 45 S,Huntsville,Walker,TX,30.70689,-95.566244,78292.0,25180.0
5401 Bosque Blvd,Waco,McLennan,TX,31.534892,-97.192432,263608.0,95966.0
3061 Wildflower Dr,Bryan,Brazos,TX,30.664818,-96.32209,237980.0,88415.0
503 I 45 N,Conroe,Montgomery,TX,30.314314,-95.473853,654722.0,235474.0
5850 Eastex Fwy,Beaumont,Jefferson,TX,30.126002,-94.15271,253939.0,93646.0
1720 W Prien Lake Rd,Lake Charles,Calcasieu Parish,LA,30.199843,-93.245921,208668.0,76995.0
2100 Texas Ave S,College Station,Brazos,TX,30.610755,-96.315122,237980.0,88415.0
2350 Troy Rd,Edwardsville,Madison,IL,38.78342,-89.949043,264631.0,109385.0
300 Homer M Adams Pkwy,Alton,Madison,IL,38.921281,-90.169937,264631.0,109385.0
4317 Kemp Blvd,Wichita Falls,Wichita,TX,33.864791,-98.533874,129842.0,48935.0
3100 Highway 365 Ste 90,Port Arthur,Jefferson,TX,29.945702,-93.988995,253939.0,93646.0
32858 FM 2978 Rd,Magnolia,Montgomery,TX,30.216879,-95.565289,654722.0,235474.0
1100 Lake Woodlands Dr,The Woodlands,Montgomery,TX,30.169394,-95.45353,654722.0,235474.0
6931 FM 1960 Rd E,Humble,Harris,TX,30.000453,-95.172219,4758579.0,1728103.0
20777 Hwy 59 N,Humble,Harris,TX,30.019506,-95.268162,4758579.0,1728103.0
6635 N Grand Pkwy W,Spring,Harris,TX,30.087472,-95.52035,4758579.0,1728103.0
19511 I H 45,Spring,Harris,TX,30.050394,-95.434319,4758579.0,1728103.0
14302 FM 2920 Rd,Tomball,Harris,TX,30.091615,-95.639736,4758579.0,1728103.0
5201 N Belt Hwy,St. Joseph,Buchanan,MO,39.815468,-94.812352,83855.0,33398.0
800 Commons Pl,Manhattan,Riley,KS,39.171758,-96.605345,71710.0,27137.0
3901 W Ina Rd,Tucson,Pima,AZ,32.336156,-111.048391,1049947.0,430965.0
1225 W Irvington Rd,Tucson,Pima,AZ,32.160961,-110.989723,1049947.0,430965.0
4040 N Oracle Rd,Tucson,Pima,AZ,32.279864,-110.976713,1049947.0,430965.0
10555 N Oracle Rd,Oro Valley,Pima,AZ,32.399158,-110.959446,1049947.0,430965.0
3699 E Broadway Blvd,Tucson,Pima,AZ,32.22347,-110.914589,1049947.0,430965.0
5255 E Broadway Blvd,Tucson,Pima,AZ,32.222957,-110.880256,1049947.0,430965.0
6500 E Grant Rd,Tucson,Pima,AZ,32.249311,-110.853411,1049947.0,430965.0
9615 E Old Spanish Trl,Tucson,Pima,AZ,32.207417,-110.786774,1049947.0,430965.0
3777 S ARIZONA AVE,Chandler,Maricopa,AZ,33.25002,-111.838331,4491987.0,1697342.0
3931 S Gilbert Rd,Gilbert,Maricopa,AZ,33.27841,-111.786353,4491987.0,1697342.0
3425 W Frye Rd,Chandler,Maricopa,AZ,33.296076,-111.899963,4491987.0,1697342.0
21398 S Ellsworth Loop Rd,Queen Creek,Maricopa,AZ,33.254419,-111.641632,4491987.0,1697342.0
4734 E Ray Rd,Phoenix,Maricopa,AZ,33.321379,-111.981542,4491987.0,1697342.0
1515 E Warner Rd,Gilbert,Maricopa,AZ,33.334243,-111.757366,4491987.0,1697342.0
5110 S Power Rd,Mesa,Maricopa,AZ,33.322949,-111.689675,4491987.0,1697342.0
2140 E Baseline Rd,Phoenix,Maricopa,AZ,33.379333,-112.03501,4491987.0,1697342.0
1818 E Baseline Rd,Tempe,Maricopa,AZ,33.379204,-111.907465,4491987.0,1697342.0
1230 S Longmore Ave,Mesa,Maricopa,AZ,33.392155,-111.864869,4491987.0,1697342.0
1135 S Gilbert Rd,Mesa,Maricopa,AZ,33.394166,-111.785987,4491987.0,1697342.0
1525 S Power Rd,Mesa,Maricopa,AZ,33.388909,-111.683474,4491987.0,1697342.0
