Address,City,County,State,Latitude,Longitude,Population_Total,Median_Income
2324 Pine Ridge Rd,Naples,Collier,FL,26.209139,-81.770681,387681.0,160867.0
10155 Okeechobee Blvd,West Palm Beach,Palm Beach,FL,26.710874,-80.202491,1507453.0,597053.0
500 N Congress Ave,Lake Park,Palm Beach,FL,26.805859,-80.082894,1507453.0,597053.0
5900 State Rd 7,Lake Worth,Palm Beach,FL,26.593154,-80.202937,1507453.0,597053.0
1760 Palm Beach Lakes Blvd,West Palm Beach,Palm Beach,FL,26.722686,-80.085032,1507453.0,597053.0
5900 Lake Worth Rd,Greenacres,Palm Beach,FL,26.618184,-80.136732,1507453.0,597053.0
10201 Hagen Ranch Rd,Boynton Beach,Palm Beach,FL,26.525843,-80.165967,1507453.0,597053.0
650 N Congress Ave,Boynton Beach,Palm Beach,FL,26.533378,-80.088374,1507453.0,597053.0
21637 State Road 7,Boca Raton,Palm Beach,FL,26.354865,-80.204597,1507453.0,597053.0
9600 Westview Dr,Coral Springs,Broward,FL,26.297052,-80.252135,1946127.0,749372.0
1200 Linton Blvd,Delray Beach,Palm Beach,FL,26.437581,-80.084774,1507453.0,597053.0
4400 N State Rd 7,Coral Springs,Broward,FL,26.284717,-80.2042,1946127.0,749372.0
12801 W Sunrise Blvd,Sunrise,Broward,FL,26.15405,-80.318536,1946127.0,749372.0
3599 W Hillsboro Blvd,Deerfield Beach,Broward,FL,26.319517,-80.151457,1946127.0,749372.0
8201 Federated West Roadway,Plantation,Broward,FL,26.118208,-80.258157,1946127.0,749372.0
1200 S Federal Hwy,Deerfield Beach,Broward,FL,26.301879,-80.092574,1946127.0,749372.0
16901 Miramar Pkwy,Miramar,Broward,FL,25.980109,-80.371503,1946127.0,749372.0
11253 Pines Blvd,Pembroke Pines,Broward,FL,26.009087,-80.299459,1946127.0,749372.0
5800 S University Dr,Davie,Broward,FL,26.047983,-80.249459,1946127.0,749372.0
3200 N Federal Hwy,Fort Lauderdale,Broward,FL,26.168248,-80.115856,1946127.0,749372.0
5601 NW 183rd St,Miami Gardens,Miami-Dade,FL,25.940545,-80.291148,2685296.0,964805.0
3251 Hollywood Blvd,Hollywood,Broward,FL,26.012706,-80.17438,1946127.0,749372.0
1750 W 37th St,Hialeah,Miami-Dade,FL,25.853786,-80.317161,2685296.0,964805.0
21265 Biscayne Blvd,Aventura,Miami-Dade,FL,25.971644,-80.140965,2685296.0,964805.0
10101 W Flagler St,Miami,Miami-Dade,FL,25.771189,-80.359793,2685296.0,964805.0
15005 SW 88th St,Miami,Miami-Dade,FL,25.685467,-80.437934,2685296.0,964805.0
14075 Biscayne Blvd,North Miami Beach,Miami-Dade,FL,25.906886,-80.156727,2685296.0,964805.0
7795 SW 40th St,Miami,Miami-Dade,FL,25.735588,-80.321217,2685296.0,964805.0
3401 N Miami Ave,Miami,Miami-Dade,FL,25.810344,-80.193643,2685296.0,964805.0
8350 S Dixie Hwy,Miami,Miami-Dade,FL,25.693142,-80.305695,2685296.0,964805.0
7800 SW 104th St,Miami,Miami-Dade,FL,25.672791,-80.322582,2685296.0,964805.0
20500 SW 112th Ave,Miami,Miami-Dade,FL,25.575947,-80.375153,2685296.0,964805.0
2070 Sam Rittenberg Blvd,Charleston,Charleston,SC,32.79943,-80.030606,414711.0,175499.0
1300 Long Grove Dr,Mount Pleasant,Charleston,SC,32.824343,-79.81782,414711.0,175499.0
7250 Rivers Ave,North Charleston,Charleston,SC,32.935508,-80.036232,414711.0,175499.0
450 Azalea Square Blvd,Summerville,Berkeley,SC,33.040283,-80.157735,238723.0,90348.0
6090A Garners Ferry Rd,Columbia,Richland,SC,33.981616,-80.968332,418725.0,165308.0
425 Cox Rd,Gastonia,Gaston,NC,35.2642,-81.1383,231485.0,92287.0
10204 Two Notch Rd,Columbia,Richland,SC,34.11804,-80.877112,418725.0,165308.0
1900 Springsteen Rd,Rock Hill,York,SC,34.939136,-80.977854,288559.0,111623.0
12830 Walker Branch Dr,Charlotte,Mecklenburg,NC,35.1004,-80.985799,1130906.0,455494.0
1910 Catawba Valley Blvd SE,Hickory,Catawba,NC,35.700449,-81.307679,162051.0,65201.0
9531 South Blvd,Charlotte,Mecklenburg,NC,35.107803,-80.878991,1130906.0,455494.0
16600 Highlands Center Blvd,Bristol,Washington,VA,36.636704,-82.109602,53913.0,22118.0
7860 Rea Rd,Charlotte,Mecklenburg,NC,35.058613,-80.815392,1130906.0,455494.0
9870 Rea Rd,Charlotte,Mecklenburg,NC,35.037398,-80.80772,1130906.0,455494.0
900 Metropolitan Ave,Charlotte,Mecklenburg,NC,35.214505,-80.834873,1130906.0,455494.0
9841 Northlake Centre Pkwy,Charlotte,Mecklenburg,NC,35.349655,-80.859636,1130906.0,455494.0
6350 Weddington Rd,Wesley Chapel,Union,NC,34.999776,-80.69596,244975.0,82231.0
9801 Sam Furr Rd,Huntersville,Mecklenburg,NC,35.442959,-80.861845,1130906.0,455494.0
1900 Matthews Township Pkwy,Matthews,Mecklenburg,NC,35.122594,-80.706449,1130906.0,455494.0
8120 University City Blvd,Charlotte,Mecklenburg,NC,35.293192,-80.745314,1130906.0,455494.0
8830 Albemarle Rd,Charlotte,Mecklenburg,NC,35.209345,-80.694336,1130906.0,455494.0
594 River Hwy,Mooresville,Iredell,NC,35.597994,-80.871048,191800.0,73913.0
2901 W Highway 74,Monroe,Union,NC,35.019985,-80.580866,244975.0,82231.0
6150 Bayfield Pkwy,Concord,Cabarrus,NC,35.417124,-80.678476,231262.0,80370.0
2791 David H Mcleod Blvd,Florence,Florence,SC,34.193002,-79.837492,136921.0,52522.0
140 Sayebrook Pkwy,Myrtle Beach,Horry,SC,33.653935,-78.98049,368937.0,150342.0
1150 Seaboard St,Myrtle Beach,Horry,SC,33.713441,-78.893579,368937.0,150342.0
1040 Hanes Mall Blvd,Winston Salem,Forsyth,NC,36.069071,-80.320706,386740.0,155743.0
5420 University Pkwy,Winston Salem,Forsyth,NC,36.168581,-80.278784,386740.0,155743.0
1090 S Main St,Kernersville,Forsyth,NC,36.109746,-80.099962,386740.0,155743.0
1050 Mall Loop Rd,High Point,Guilford,NC,35.993478,-80.008273,542987.0,215807.0
1212 Bridford Pkwy,Greensboro,Guilford,NC,36.056943,-79.906945,542987.0,215807.0
1628 Highwoods Blvd,Greensboro,Guilford,NC,36.113815,-79.876831,542987.0,215807.0
2701 Lawndale Dr,Greensboro,Guilford,NC,36.104303,-79.82095,542987.0,215807.0
1475 University Dr,Burlington,Alamance,NC,36.066311,-79.520314,174286.0,68441.0
2056 Skibo Rd,Fayetteville,Cumberland,NC,35.054709,-78.974689,336749.0,128118.0
195 Conston Ave,Christiansburg,Montgomery,VA,37.157251,-80.422419,99159.0,36731.0
"143 W Franklin St, Ste 120",Chapel Hill,Orange,NC,35.912174,-79.057131,147292.0,56456.0
4711 New Centre Dr,Wilmington,New Hanover,NC,34.248428,-77.881124,231214.0,102376.0
100 Grand Hill Place,Holly Springs,Wake,NC,35.66058,-78.851383,1151009.0,445636.0
391 E MAKAALA ST,Hilo,Hawaii,HI,19.700501,-155.059235,203684.0,72958.0
74-5455 Makala Blvd,Kailua Kona,Hawaii,HI,19.648413,-156.002854,203684.0,72958.0
100 Hookele St,Kahului,Honolulu,HI,20.8732,-156.4576,1003666.0,337061.0
345 Hahani St,Kailua,Honolulu,HI,21.391429,-157.739416,1003666.0,337061.0
"1450 Ala Moana Blvd, Ste 2401",Honolulu,Honolulu,HI,21.292351,-157.842055,1003666.0,337061.0
4380 Lawehana St,Honolulu,Honolulu,HI,21.355702,-157.928751,1003666.0,337061.0
4450 Kapolei Pkwy,Kapolei,Honolulu,HI,21.331578,-158.092822,1003666.0,337061.0
214 Viking Plaza Dr,Cedar Falls,Black Hawk,IA,42.481499,-92.443661,130693.0,53740.0
3450 4th St SW,Mason City,Cerro Gordo,IA,43.149783,-93.253369,42785.0,19421.0
1501 E San Marnan Dr,Waterloo,Black Hawk,IA,42.465422,-92.327219,130693.0,53740.0
320 S Duff Ave,Ames,Story,IA,42.019165,-93.607464,98592.0,38708.0
2910 1st Ave S,Fort Dodge,Webster,IA,42.506154,-94.157354,36848.0,15641.0
2135 SE Delaware Ave,Ankeny,Polk,IA,41.709536,-93.578786,497441.0,202404.0
3414 8th St SW,Altoona,Polk,IA,41.641903,-93.504625,497441.0,202404.0
5901 Douglas Ave,Des Moines,Polk,IA,41.630418,-93.699735,497441.0,202404.0
11148 Plum Dr,Urbandale,Polk,IA,41.647194,-93.767294,497441.0,202404.0
1030 Blairs Ferry Rd NE,Cedar Rapids,Linn,IA,42.036658,-91.650377,229463.0,95051.0
1800 Valley West Dr,West Des Moines,Polk,IA,41.599259,-93.752751,497441.0,202404.0
3400 Edgewood Rd SW,Cedar Rapids,Linn,IA,41.944325,-91.71696,229463.0,95051.0
1111 E Army Post Rd Ste 2204,Des Moines,Polk,IA,41.523719,-93.60205,497441.0,202404.0
5405 Mills Civic Pkwy,West Des Moines,Polk,IA,41.561322,-93.779833,497441.0,202404.0
4611 Maine Ave SE,Rochester,Olmsted,MN,43.954523,-92.464843,163425.0,66629.0
1441 Coral Ridge Ave,Coralville,Johnson,IA,41.691581,-91.599686,154881.0,62214.0
301 Park Dr,Owatonna,Steele,MN,44.086577,-93.249008,37413.0,15001.0
3827 Marketplace Dr NW,Rochester,Olmsted,MN,44.063197,-92.502995,163425.0,66629.0
1850 Adams St,Mankato,Blue Earth,MN,44.172924,-93.951425,69386.0,27183.0
3500 Dodge St,Dubuque,Dubuque,IA,42.490219,-90.721855,98948.0,40585.0
860 Mankato Ave,Winona,Winona,MN,44.031846,-91.620872,49705.0,20288.0
2323 Highway 3 S,Northfield,Rice,MN,44.43365,-93.186378,67389.0,23345.0
9400 State Road 16,Onalaska,La Crosse,WI,43.873947,-91.193309,120262.0,50543.0
151 Tyler Rd N,Red Wing,Goodhue,MN,44.568743,-92.582546,47844.0,19631.0
18275 Kenrick Ave,Lakeville,Dakota,MN,44.683917,-93.291757,442204.0,171630.0
15560 Pilot Knob Rd,Apple Valley,Dakota,MN,44.723307,-93.175355,442204.0,171630.0
15150 Cedar Ave,Apple Valley,Dakota,MN,44.729898,-93.21455,442204.0,171630.0
810 County Road 42 W,Burnsville,Dakota,MN,44.748796,-93.288845,442204.0,171630.0
14333 Hwy 13,Savage,Scott,MN,44.743707,-93.377421,152957.0,54238.0
2000 Cliff Lake Rd,Eagan,Dakota,MN,44.791154,-93.205846,442204.0,171630.0
5225 Elmore Ave,Davenport,Scott,IA,41.573099,-90.526644,174302.0,72675.0
1685 17th Ave E,Shakopee,Scott,MN,44.775657,-93.500873,152957.0,54238.0
8655 E Point Douglas Rd S,Cottage Grove,Washington,MN,44.81502,-92.931008,272298.0,103411.0
7841 Amana Trail,Inver Grove Heights,Dakota,MN,44.836017,-93.08777,442204.0,171630.0
900 42nd Avenue Dr,Moline,Rock Island,IL,41.46953,-90.525002,142995.0,61192.0
111 Pioneer Trl,Chaska,Carver,MN,44.827056,-93.600506,108622.0,40231.0
2555 W 79th St,Bloomington,Hennepin,MN,44.860029,-93.311579,1268903.0,534573.0
8225 Flying Cloud Dr,Eden Prairie,Hennepin,MN,44.855701,-93.425342,1268903.0,534573.0
7000 York Ave S,Edina,Hennepin,MN,44.875472,-93.3236,1268903.0,534573.0
6445 Richfield Pkwy,Richfield,Hennepin,MN,44.885484,-93.249402,1268903.0,534573.0
1750 Robert St S,West St Paul,Dakota,MN,44.893758,-93.078516,442204.0,171630.0
851 W 78th St,Chanhassen,Carver,MN,44.861783,-93.542683,108622.0,40231.0
875 E Main St,Waconia,Carver,MN,44.840873,-93.770344,108622.0,40231.0
2080 Ford Pkwy,Saint Paul,Ramsey,MN,44.917612,-93.188251,544438.0,219075.0
7200 Valley Creek Plz,Woodbury,Washington,MN,44.926719,-92.959728,272298.0,103411.0
449 Commerce Dr,Woodbury,Washington,MN,44.939486,-92.908822,272298.0,103411.0
4848 County Road 101,Minnetonka,Hennepin,MN,44.916909,-93.504896,1268903.0,534573.0
3601 Highway 100 S,St Louis Park,Hennepin,MN,44.936939,-93.346785,1268903.0,534573.0
1744 Suburban Ave,Saint Paul,Ramsey,MN,44.949601,-93.028418,544438.0,219075.0
525 S Gear Ave,West Burlington,Des Moines,IA,40.820835,-91.171919,38597.0,17188.0
8900 Highway 7,Minneapolis,Hennepin,MN,44.935929,-93.392737,1268903.0,534573.0
2500 E Lake St,Minneapolis,Hennepin,MN,44.949951,-93.236742,1268903.0,534573.0
1300 University Ave W,Saint Paul,Ramsey,MN,44.953491,-93.155753,544438.0,219075.0
1300 W Lake St,Minneapolis,Hennepin,MN,44.948763,-93.296179,1268903.0,534573.0
2401 Coulee Rd,Hudson,St. Croix,WI,44.965714,-92.723746,94819.0,36729.0
900 Nicollet Mall,Minneapolis,Hennepin,MN,44.975017,-93.274104,1268903.0,534573.0
1329 5th St SE,Minneapolis,Hennepin,MN,44.981616,-93.235075,1268903.0,534573.0
13201 Ridgedale Dr,Minnetonka,Hennepin,MN,44.970157,-93.447411,1268903.0,534573.0
7900 32nd St N,Oakdale,Washington,MN,44.996899,-92.945956,272298.0,103411.0
1650 New Brighton Blvd,Minneapolis,Hennepin,MN,45.004814,-93.229932,1268903.0,534573.0
1515 County Road B W,Roseville,Ramsey,MN,45.007659,-93.163733,544438.0,219075.0
2199 Hwy 36 E,North Saint Paul,Ramsey,MN,45.013767,-93.009068,544438.0,219075.0
2021 Market Dr,Stillwater,Washington,MN,45.037686,-92.838689,272298.0,103411.0
4175 Vinewood Ln N,Plymouth,Hennepin,MN,45.031424,-93.450801,1268903.0,534573.0
975 County Road E,Vadnais Heights,Ramsey,MN,45.052235,-93.060696,544438.0,219075.0
3800 Lexington Ave N,Shoreview,Ramsey,MN,45.056743,-93.144848,544438.0,219075.0
5537 W Broadway Ave,Crystal,Hennepin,MN,45.052732,-93.365555,1268903.0,534573.0
3649 S Hastings Way,Eau Claire,Eau Claire,WI,44.780861,-91.434078,106328.0,43261.0
755 53rd Ave NE,Fridley,Anoka,MN,45.0659,-93.2512,367095.0,136171.0
300 Clydesdale Trl,Medina,Hennepin,MN,45.045408,-93.529583,1268903.0,534573.0
6100 Shingle Creek Pkwy,Brooklyn Center,Hennepin,MN,45.065669,-93.307622,1268903.0,534573.0
1370 Highway 15 S,Hutchinson,McLeod,MN,44.868546,-94.377826,36771.0,14971.0
7535 W Broadway Ave,Brooklyn Park,Hennepin,MN,45.091081,-93.377936,1268903.0,534573.0
8600 Springbrook Dr NW,Coon Rapids,Anoka,MN,45.126821,-93.268746,367095.0,136171.0
15300 Grove Circle N,Maple Grove,Hennepin,MN,45.136208,-93.474429,1268903.0,534573.0
1500 109th Ave NE,Blaine,Anoka,MN,45.165672,-93.232421,367095.0,136171.0
749 Apollo Dr,Lino Lakes,Anoka,MN,45.184494,-93.104546,367095.0,136171.0
11990 Business Park Blvd N,Champlin,Hennepin,MN,45.172343,-93.388483,1268903.0,534573.0
3300 124th Ave NW,Coon Rapids,Anoka,MN,45.194942,-93.350366,367095.0,136171.0
2000 Bunker Lake Blvd NW,Andover,Anoka,MN,45.217556,-93.315988,367095.0,136171.0
21615 S Diamond Lake Rd,Rogers,Hennepin,MN,45.19775,-93.554631,1268903.0,534573.0
1300 State Highway 55 NE,Buffalo,Wright,MN,45.164304,-93.855592,145270.0,52757.0
1071 W Carl Sandburg Dr,Galesburg,Knox,IL,40.975575,-90.387303,49294.0,20765.0
201 Junction Rd,Madison,Dane,WI,43.06214,-89.525021,564777.0,245736.0
6321 McKee Rd,Fitchburg,Dane,WI,43.013704,-89.481932,564777.0,245736.0
356 12th St SW,Forest Lake,Washington,MN,45.274286,-93.000051,272298.0,103411.0
750 Hilldale Way,Madison,Dane,WI,43.074785,-89.45352,564777.0,245736.0
15800 87th St NE,Otsego,Wright,MN,45.278232,-93.563492,145270.0,52757.0
1447 E 7th St,Monticello,Wright,MN,45.293475,-93.772811,145270.0,52757.0
4301 Lien Rd,Madison,Dane,WI,43.119366,-89.307239,564777.0,245736.0
660 S Grand Ave,Sun Prairie,Dane,WI,43.170684,-89.267363,564777.0,245736.0
1021 Highline Pl,Sioux Falls,Minnehaha,SD,43.539039,-96.654829,200689.0,82394.0
2505 1st St S,Willmar,Kandiyohi,MN,45.09785,-95.041362,43757.0,17450.0
3600 S Louise Ave,Sioux Falls,Minnehaha,SD,43.511783,-96.769284,200689.0,82394.0
1708 N Central Ave,Marshfield,Wood,WI,44.684235,-90.163006,74039.0,31942.0
215 Balsam St N,Cambridge,Isanti,MN,45.574245,-93.200224,41934.0,15875.0
9833 N Alpine Rd,Machesney Park,Winnebago,IL,42.367202,-89.02823,283289.0,115449.0
2017 Humes Rd,Janesville,Rock,WI,42.722067,-88.998294,163944.0,66652.0
6560 E State St,Rockford,Winnebago,IL,42.269862,-88.988941,283289.0,115449.0
125 Lincoln Ave SE,Saint Cloud,Benton,MN,45.565472,-94.145193,41458.0,16494.0
4201 W Division St,Saint Cloud,Stearns,MN,45.556925,-94.208528,159358.0,60937.0
5300 US Highway 10 E,Stevens Point,Portage,WI,44.524443,-89.522728,70375.0,29636.0
5001 N Big Hollow Rd,Peoria,Peoria,IL,40.748276,-89.635233,179831.0,77074.0
4370 Venture Dr,Peru,La Salle,IL,41.361911,-89.128816,,
480 W Washington St,East Peoria,Tazewell,IL,40.672011,-89.583848,130555.0,53812.0
2555 Sycamore Rd,Dekalb,Dekalb,IL,41.95511,-88.724958,100512.0,39314.0
2707 Schofield Ave,Schofield,Marathon,WI,44.90672,-89.591312,138067.0,56873.0
660 N Edwards Blvd,Lake Geneva,Walworth,WI,42.598115,-88.415303,105447.0,42425.0
2553 Sun Valley Dr,Delafield,Waukesha,WI,43.050684,-88.376891,409040.0,166790.0
750 S Randall Rd,Algonquin,McHenry,IL,42.162103,-88.338752,311366.0,116329.0
485 N Rolling Meadows Dr,Fond Du Lac,Fond Du Lac,WI,43.790903,-88.484965,104053.0,43016.0
1900 S Koeller St,Oshkosh,Winnebago,WI,43.998428,-88.577638,171357.0,71958.0
5580 Northwest Hwy,Crystal Lake,McHenry,IL,42.228648,-88.304973,311366.0,116329.0
1250 W Sunset Dr,Waukesha,Waukesha,WI,42.989738,-88.259203,409040.0,166790.0
300 S Randall Rd,Elgin,Kane,IL,42.025658,-88.341499,516097.0,183196.0
1652 N Beecher Rd,Yorkville,Kendall,IL,41.662813,-88.464549,135053.0,44526.0
530 Randall Rd,South Elgin,Kane,IL,41.975733,-88.343173,516097.0,183196.0
1800 Orchard Gateway Blvd,North Aurora,Kane,IL,41.797576,-88.364632,516097.0,183196.0
115 N Randall Rd,Batavia,Kane,IL,41.851976,-88.34214,516097.0,183196.0
2401 Kossow Rd,Waukesha,Waukesha,WI,43.034537,-88.177573,409040.0,166790.0
3885 E Main St,St Charles,Kane,IL,41.918795,-88.263731,516097.0,183196.0
2800 N Sutton Rd,HoffMan Estates,Cook,IL,42.073721,-88.193046,5185812.0,2084578.0
3020 Route 34,Oswego,Kendall,IL,41.69696,-88.316021,135053.0,44526.0
4798 S Moorland Rd,New Berlin,Waukesha,WI,42.958073,-88.106897,409040.0,166790.0
3445 Freedom Dr,Springfield,Sangamon,IL,39.750086,-89.71016,195217.0,84290.0
301 Veterans Pkwy,Normal,Mclean,IL,40.507342,-88.957364,170882.0,69072.0
355 W Mound Rd,Decatur,Macon,IL,39.890465,-88.958388,102591.0,43334.0
1111 Brook Forest Ave,Shorewood,Will,IL,41.542273,-88.202789,698450.0,241310.0
2102 N Prospect Ave,Champaign,Champaign,IL,40.141522,-88.25544,206098.0,83777.0
12800 S State Route 59,Plainfield,Will,IL,41.649733,-88.205591,698450.0,241310.0
2701 Plainfield Rd,Joliet,Will,IL,41.577123,-88.154391,698450.0,241310.0
1951 W Jefferson Ave,Naperville,Dupage,IL,41.771608,-88.203784,927263.0,349497.0
28201 Diehl Rd,Warrenville,Dupage,IL,41.800457,-88.170151,927263.0,349497.0
1188 W Boughton Rd,Bolingbrook,Will,IL,41.704813,-88.122003,698450.0,241310.0
601 S County Farm Rd,Wheaton,Dupage,IL,41.859336,-88.140105,927263.0,349497.0
1001 Sutton Rd,Streamwood,Cook,IL,42.017305,-88.200911,5185812.0,2084578.0
2621 W Schaumburg Rd,Schaumburg,Cook,IL,42.023244,-88.145491,5185812.0,2084578.0
13460 S Archer Ave,Lemont,Cook,IL,41.644007,-88.004072,5185812.0,2084578.0
2333 63rd St,Woodridge,Dupage,IL,41.770848,-88.038704,927263.0,349497.0
175 W Army Trail Rd,Glendale Heights,Dupage,IL,41.937464,-88.098861,927263.0,349497.0
2370 E Lincoln Hwy,New Lenox,Will,IL,41.507197,-87.920631,698450.0,241310.0
60 Yorktown Shopping Ctr,Lombard,Dupage,IL,41.844493,-88.003085,927263.0,349497.0
1615 N State Route 50,Bourbonnais,Kankakee,IL,41.173961,-87.853733,106833.0,40895.0
7601 Kingery Hwy,Willowbrook,Dupage,IL,41.75014,-87.943448,927263.0,349497.0
1235 E Higgins Rd,Schaumburg,Cook,IL,42.037979,-88.048792,5185812.0,2084578.0
50 E North Ave,Villa Park,Dupage,IL,41.906984,-87.977105,927263.0,349497.0
555 S Rand Rd,Lake Zurich,Lake,IL,42.187052,-88.104445,711885.0,256660.0
401 W Irving Park Rd,Wood Dale,Dupage,IL,41.967029,-87.992439,927263.0,349497.0
15850 S 94th Ave,Orland Park,Cook,IL,41.603297,-87.850649,5185812.0,2084578.0
679 E Dundee Rd,Palatine,Cook,IL,42.137514,-88.02742,5185812.0,2084578.0
7300 191st St,Tinley Park,Will,IL,41.545282,-87.795307,698450.0,241310.0
9250 Joliet Rd,Hodgkins,Cook,IL,41.780723,-87.860088,5185812.0,2084578.0
130 S Mannheim Rd,Hillside,Cook,IL,41.867936,-87.88726,5185812.0,2084578.0
1700 E Rand Rd,Arlington Heights,Cook,IL,42.10227,-87.962664,5185812.0,2084578.0
800 Broadview Village Sq,Broadview,Cook,IL,41.854807,-87.851605,5185812.0,2084578.0
3100 W IL Route 60,Mundelein,Lake,IL,42.283881,-88.044737,711885.0,256660.0
7000 Mannheim Rd,Rosemont,Cook,IL,42.006468,-87.886532,5185812.0,2084578.0
850 W North Ave,Melrose Park,Cook,IL,41.905597,-87.843955,5185812.0,2084578.0
1400 W Lake Cook Rd,Wheeling,Lake,IL,42.15456,-87.950964,711885.0,256660.0
5071 Cal Sag Rd,Crestwood,Cook,IL,41.656903,-87.745732,5185812.0,2084578.0
1129 Lake Street,Oak Park,Cook,IL,41.888068,-87.803848,5185812.0,2084578.0
313 E Townline Rd,Vernon Hills,Lake,IL,42.23921,-87.95723,711885.0,256660.0
7100 S Cicero Ave,Chicago,Cook,IL,41.762773,-87.74283,5185812.0,2084578.0
4050 N Harlem Ave,Norridge,Cook,IL,41.953793,-87.808415,5185812.0,2084578.0
4120 W 95th St,Oak Lawn,Cook,IL,41.720997,-87.724964,5185812.0,2084578.0
6525 W Diversey Ave,Chicago,Cook,IL,41.930371,-87.78927,5185812.0,2084578.0
239 Golf Mill Ctr,Niles,Cook,IL,42.052844,-87.838899,5185812.0,2084578.0
2901 S Cicero Ave,Cicero,Cook,IL,41.839285,-87.741635,5185812.0,2084578.0
4433 S Pulaski Rd,Chicago,Cook,IL,41.812935,-87.722548,5185812.0,2084578.0
6150 W Touhy Ave,Niles,Cook,IL,42.012531,-87.78051,5185812.0,2084578.0
6601 Grand Ave,Gurnee,Lake,IL,42.383116,-87.965756,711885.0,256660.0
11840 S Marshfield Ave,Chicago,Cook,IL,41.679288,-87.664453,5185812.0,2084578.0
17605 S Halsted St,Homewood,Cook,IL,41.568789,-87.634284,5185812.0,2084578.0
2241 Willow Rd,Glenview,Cook,IL,42.102644,-87.813458,5185812.0,2084578.0
975 Rockland Rd,Lake Bluff,Lake,IL,42.279153,-87.873827,711885.0,256660.0
2099 Skokie Valley Rd,Highland Park,Lake,IL,42.191676,-87.824965,711885.0,256660.0
1940 W 33rd St,Chicago,Cook,IL,41.835613,-87.674869,5185812.0,2084578.0
4955 Dempster St,Skokie,Cook,IL,42.040417,-87.751225,5185812.0,2084578.0
2939 W Addison St,Chicago,Cook,IL,41.945125,-87.701945,5185812.0,2084578.0
2656 N Elston Ave,Chicago,Cook,IL,41.929386,-87.685128,5185812.0,2084578.0
1101 W Jackson Blvd,Chicago,Cook,IL,41.877739,-87.654667,5185812.0,2084578.0
2209 Howard St,Evanston,Cook,IL,42.020562,-87.705636,5185812.0,2084578.0
8560 S Cottage Grove Ave,Chicago,Cook,IL,41.738948,-87.606236,5185812.0,2084578.0
3300 N. Ashland Ave,Chicago,Cook,IL,41.9416,-87.667,5185812.0,2084578.0
2112 W Peterson Ave,Chicago,Cook,IL,41.990786,-87.682837,5185812.0,2084578.0
1200 N Larrabee St,Chicago,Cook,IL,41.903848,-87.643453,5185812.0,2084578.0
1154 S Clark St,Chicago,Cook,IL,41.867718,-87.630707,5185812.0,2084578.0
3204 N Clark St,Chicago,Cook,IL,41.940098,-87.651389,5185812.0,2084578.0
1 S State St,Chicago,Cook,IL,41.881699,-87.627409,5185812.0,2084578.0
2650 N. Clark St,Chicago,Cook,IL,41.931421,-87.644556,5185812.0,2084578.0
4466 N Broadway St,Chicago,Cook,IL,41.963561,-87.656393,5185812.0,2084578.0
1346 E 53rd St,Chicago,Cook,IL,41.7996,-87.5934,5185812.0,2084578.0
1616 Sherman Ave,Evanston,Cook,IL,42.0477542,-87.6820639,5185812.0,2084578.0
401 E Illinois St,Chicago,Cook,IL,41.890953,-87.617418,5185812.0,2084578.0
3050 N Lewis Ave,Waukegan,Lake,IL,42.407985,-87.856489,711885.0,256660.0
8005 Calumet Ave,Munster,Lake,IN,41.567114,-87.507284,498990.0,193474.0
9777 76th St,Pleasant Prairie,Kenosha,WI,42.56441,-87.9284,168413.0,67631.0
9885 Wicker Ave,Saint John,Lake,IN,41.43972,-87.467834,498990.0,193474.0
10451 Indianapolis Blvd,Highland,Lake,IN,41.524173,-87.46833,498990.0,193474.0
2000 9th Ave SE,Watertown,Codington,SD,44.888651,-97.083451,28556.0,12361.0
4404 Highway 29 S,Alexandria,Douglas,MN,45.850045,-95.389931,39354.0,17416.0
7800 S Lovers Lane Rd,Franklin,Milwaukee,WI,42.903914,-88.037063,927656.0,389046.0
12725 W Bluemound Rd,Brookfield,Waukesha,WI,43.034218,-88.071795,409040.0,166790.0
2600 S 108th St,West Allis,Milwaukee,WI,42.996737,-88.044825,927656.0,389046.0
N95 W 17707 Shady Ln,Menomonee Falls,Waukesha,WI,43.189642,-88.129009,409040.0,166790.0
3900 N 124th St,Wauwatosa,Milwaukee,WI,43.087499,-88.064124,927656.0,389046.0
4777 S 27th St,Greenfield,Milwaukee,WI,42.957411,-87.951424,927656.0,389046.0
1501 Miller Park Way,West Milwaukee,Milwaukee,WI,43.014838,-87.969611,927656.0,389046.0
8989 S Howell Ave,Oak Creek,Milwaukee,WI,42.882766,-87.915653,927656.0,389046.0
5300 Durand Ave,Racine,Racine,WI,42.698895,-87.843716,196888.0,79109.0
2950 S Chase Ave,Milwaukee,Milwaukee,WI,42.992009,-87.90821,927656.0,389046.0
1250 N Port Washington Rd,Grafton,Ozaukee,WI,43.31914,-87.922307,92345.0,37766.0
4301 W Wisconsin Ave,Appleton,Outagamie,WI,44.26986,-88.46903,191537.0,77239.0
1800 S Kensington Dr,Appleton,Outagamie,WI,44.245862,-88.35683,191537.0,77239.0
4085 State Highway 28,Sheboygan Falls,Sheboygan,WI,43.716468,-87.76653,117783.0,49426.0
2661 E US Highway 30,Merrillville,Lake,IN,41.469486,-87.303074,498990.0,193474.0
1001 Cormier Rd,Green Bay,Brown,WI,44.49059,-88.070666,269425.0,110248.0
